	Demographic ID	Demographic Name	Student Group	County Code	District Code	School Code	Grade	Percentage Standard Exceeded	Percentage Standard Met	Percentage Standard Nearly Met	Percentage Standard Not Met	Total Number of Students with Valid Scores	Life Sciences Domain Percent Below Standard	Life Sciences Domain Percent Near Standard	Life Sciences Domain Percent Above Standard	Physical Sciences Domain Percent Below Standard	Physical Sciences Domain Percent Near Standard	Physical Sciences Domain Percent Above Standard	Earth and Space Sciences Domain Percent Below Standard	Earth and Space Sciences Domain Percent Near Standard	Earth and Space Sciences Domain Percent Above Standard	County Name	District Name	School Name	Zip Code	Median
11983	170	Ever-ELs	English-Language Fluency	51	71464	6053359	13	4.76	23.81	54.76	16.67	42.0	42.86	50.0	7.14	35.71	47.62	16.67	28.57	61.9	9.52	Sutter	Yuba City Unified	Barry Elementary	95991	921737.5
11984	170	Ever-ELs	English-Language Fluency	51	71464	6053367	5	0.0	7.55	71.7	20.75	53.0	58.49	41.51	0.0	62.26	37.74	0.0	52.83	47.17	0.0	Sutter	Yuba City Unified	Bridge Street Elementary	95991	921737.5
11985	170	Ever-ELs	English-Language Fluency	51	71464	6053367	13	0.0	7.55	71.7	20.75	53.0	58.49	41.51	0.0	62.26	37.74	0.0	52.83	47.17	0.0	Sutter	Yuba City Unified	Bridge Street Elementary	95991	921737.5
11986	170	Ever-ELs	English-Language Fluency	51	71464	6053383	8	1.33	9.33	67.33	22.0	150.0	52.0	45.33	2.67	59.33	38.67	2.0	54.0	42.67	3.33	Sutter	Yuba City Unified	Gray Avenue Middle	95991	921737.5
11987	170	Ever-ELs	English-Language Fluency	51	71464	6053383	13	1.33	9.33	67.33	22.0	150.0	52.0	45.33	2.67	59.33	38.67	2.0	54.0	42.67	3.33	Sutter	Yuba City Unified	Gray Avenue Middle	95991	921737.5
11988	170	Ever-ELs	English-Language Fluency	51	71464	6053391	5	0.0	9.09	50.0	40.91	22.0	77.27	22.73	0.0	72.73	22.73	4.55	63.64	36.36	0.0	Sutter	Yuba City Unified	King Avenue Elementary	95991	921737.5
11989	170	Ever-ELs	English-Language Fluency	51	71464	6053391	13	0.0	9.09	50.0	40.91	22.0	77.27	22.73	0.0	72.73	22.73	4.55	63.64	36.36	0.0	Sutter	Yuba City Unified	King Avenue Elementary	95991	921737.5
11990	170	Ever-ELs	English-Language Fluency	51	71464	6053417	5	6.06	18.18	57.58	18.18	33.0	63.64	27.27	9.09	54.55	39.39	6.06	45.45	48.48	6.06	Sutter	Yuba City Unified	Lincrest Elementary	95991	921737.5
11991	170	Ever-ELs	English-Language Fluency	51	71464	6053417	13	6.06	18.18	57.58	18.18	33.0	63.64	27.27	9.09	54.55	39.39	6.06	45.45	48.48	6.06	Sutter	Yuba City Unified	Lincrest Elementary	95991	921737.5
11992	170	Ever-ELs	English-Language Fluency	51	71464	6053425	5	0.0	5.08	64.41	30.51	59.0	64.41	35.59	0.0	67.8	28.81	3.39	57.63	42.37	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
11993	170	Ever-ELs	English-Language Fluency	51	71464	6053425	13	0.0	5.08	64.41	30.51	59.0	64.41	35.59	0.0	67.8	28.81	3.39	57.63	42.37	0.0	Sutter	Yuba City Unified	Park Avenue Elementary	95991	921737.5
12000	170	Ever-ELs	English-Language Fluency	51	71449	5137500	10	0.0	9.52	66.67	23.81	21.0	28.57	71.43	0.0	42.86	57.14	0.0	47.62	47.62	4.76	Sutter	Sutter Union High	Sutter High	95982	403892.5
12001	170	Ever-ELs	English-Language Fluency	51	71449	5137500	11	0.0	0.0	76.47	23.53	17.0	52.94	47.06	0.0	64.71	35.29	0.0	64.71	35.29	0.0	Sutter	Sutter Union High	Sutter High	95982	403892.5
12002	170	Ever-ELs	English-Language Fluency	51	71449	5137500	13	0.0	5.26	71.05	23.68	38.0	39.47	60.53	0.0	52.63	47.37	0.0	55.26	42.11	2.63	Sutter	Sutter Union High	Sutter High	95982	403892.5
12003	170	Ever-ELs	English-Language Fluency	52	71498	102301	5	3.77	11.32	56.6	28.3	53.0	56.6	41.51	1.89	52.83	43.4	3.77	56.6	39.62	3.77	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
12004	170	Ever-ELs	English-Language Fluency	52	71498	102301	8	0.0	2.33	60.47	37.21	43.0	69.77	30.23	0.0	83.72	16.28	0.0	62.79	37.21	0.0	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
12005	170	Ever-ELs	English-Language Fluency	52	71498	102301	13	2.08	7.29	58.33	32.29	96.0	62.5	36.46	1.04	66.67	31.25	2.08	59.38	38.54	2.08	Tehama	Corning Union Elementary	Woodson Elementary	96021	456240.0
12006	170	Ever-ELs	English-Language Fluency	52	71498	6053482	5	3.03	9.09	54.55	33.33	33.0	63.64	30.3	6.06	69.7	21.21	9.09	60.61	36.36	3.03	Tehama	Corning Union Elementary	West Street Elementary	96021	456240.0
12007	170	Ever-ELs	English-Language Fluency	52	71498	6053482	13	3.03	9.09	54.55	33.33	33.0	63.64	30.3	6.06	69.7	21.21	9.09	60.61	36.36	3.03	Tehama	Corning Union Elementary	West Street Elementary	96021	456240.0
12008	170	Ever-ELs	English-Language Fluency	52	71498	6053490	5	1.96	9.8	60.78	27.45	51.0	60.78	35.29	3.92	70.59	25.49	3.92	60.78	37.25	1.96	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
12009	170	Ever-ELs	English-Language Fluency	52	71498	6053490	13	1.96	9.8	60.78	27.45	51.0	60.78	35.29	3.92	70.59	25.49	3.92	60.78	37.25	1.96	Tehama	Corning Union Elementary	Olive View Elementary	96021	456240.0
12010	170	Ever-ELs	English-Language Fluency	52	71498	6093546	8	1.82	15.45	61.82	20.91	110.0	44.55	53.64	1.82	50.0	48.18	1.82	59.09	34.55	6.36	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
12011	170	Ever-ELs	English-Language Fluency	52	71498	6093546	13	1.82	15.45	61.82	20.91	110.0	44.55	53.64	1.82	50.0	48.18	1.82	59.09	34.55	6.36	Tehama	Corning Union Elementary	Maywood Middle	96021	456240.0
12020	170	Ever-ELs	English-Language Fluency	52	71506	5231709	12	2.5	10.0	58.75	28.75	80.0	56.25	43.75	0.0	72.5	26.25	1.25	62.5	27.5	10.0	Tehama	Corning Union High	Corning High	96021	456240.0
12021	170	Ever-ELs	English-Language Fluency	52	71506	5231709	13	2.5	10.0	58.75	28.75	80.0	56.25	43.75	0.0	72.5	26.25	1.25	62.5	27.5	10.0	Tehama	Corning Union High	Corning High	96021	456240.0
12027	170	Ever-ELs	English-Language Fluency	52	71654	6053672	13	6.67	6.67	53.33	33.33	15.0	40.0	53.33	6.67	60.0	33.33	6.67	46.67	46.67	6.67	Tehama	Richfield Elementary	Richfield Elementary	96021	456240.0
12031	180	English only	English-Language Fluency	2	61333	6002794	5	9.09	18.18	63.64	9.09	11.0	54.55	36.36	9.09	36.36	54.55	9.09	36.36	63.64	0.0	Alpine	Alpine County Unified	Diamond Valley Elementary	96120	3042249.5
12033	180	English only	English-Language Fluency	2	61333	6002794	13	9.52	33.33	52.38	4.76	21.0	42.86	42.86	14.29	28.57	57.14	14.29	33.33	42.86	23.81	Alpine	Alpine County Unified	Diamond Valley Elementary	96120	3042249.5
12048	180	English only	English-Language Fluency	6	61622	637504	13	0.0	14.29	53.57	32.14	28.0	57.14	39.29	3.57	62.96	29.63	7.41	62.96	33.33	3.7	Colusa	Williams Unified	Williams Junior/Senior High	95987	692087.0
12049	180	English only	English-Language Fluency	9	61903	110155	5	21.82	30.91	41.82	5.45	55.0	20.0	61.82	18.18	29.09	40.0	30.91	21.82	58.18	20.0	El Dorado	Lake Tahoe Unified	Lake Tahoe Environmental Science Magnet	96150	1373866.5
12050	180	English only	English-Language Fluency	9	61903	110155	13	21.82	30.91	41.82	5.45	55.0	20.0	61.82	18.18	29.09	40.0	30.91	21.82	58.18	20.0	El Dorado	Lake Tahoe Unified	Lake Tahoe Environmental Science Magnet	96150	1373866.5
12052	180	English only	English-Language Fluency	9	61903	930040	12	0.0	16.67	58.33	25.0	12.0	75.0	16.67	8.33	83.33	16.67	0.0	50.0	50.0	0.0	El Dorado	Lake Tahoe Unified	Mt. Tallac High	96150	1373866.5
12053	180	English only	English-Language Fluency	9	61903	930040	13	0.0	15.38	61.54	23.08	13.0	69.23	23.08	7.69	84.62	15.38	0.0	46.15	53.85	0.0	El Dorado	Lake Tahoe Unified	Mt. Tallac High	96150	1373866.5
12054	180	English only	English-Language Fluency	9	61903	937805	10	3.82	29.3	51.59	15.29	157.0	33.76	58.6	7.64	53.5	38.22	8.28	29.94	57.32	12.74	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
12055	180	English only	English-Language Fluency	9	61903	937805	12	9.26	25.0	51.85	13.89	108.0	31.48	57.41	11.11	46.3	43.52	10.19	35.19	52.78	12.04	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
12056	180	English only	English-Language Fluency	9	61903	937805	13	6.04	27.55	51.7	14.72	265.0	32.83	58.11	9.06	50.57	40.38	9.06	32.08	55.47	12.45	El Dorado	Lake Tahoe Unified	South Tahoe High	96150	1373866.5
12057	180	English only	English-Language Fluency	9	61903	6005540	5	35.29	23.53	32.35	8.82	34.0	23.53	38.24	38.24	23.53	52.94	23.53	26.47	50.0	23.53	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
12058	180	English only	English-Language Fluency	9	61903	6005540	13	35.29	23.53	32.35	8.82	34.0	23.53	38.24	38.24	23.53	52.94	23.53	26.47	50.0	23.53	El Dorado	Lake Tahoe Unified	Bijou Community	96150	1373866.5
12059	180	English only	English-Language Fluency	9	61903	6005565	8	14.86	23.65	52.03	9.46	148.0	28.38	54.73	16.89	29.73	54.05	16.22	29.05	55.41	15.54	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
12060	180	English only	English-Language Fluency	9	61903	6005565	13	14.86	23.65	52.03	9.46	148.0	28.38	54.73	16.89	29.73	54.05	16.22	29.05	55.41	15.54	El Dorado	Lake Tahoe Unified	South Tahoe Middle	96150	1373866.5
12061	180	English only	English-Language Fluency	9	61903	6005573	5	0.0	30.56	55.56	13.89	36.0	38.89	55.56	5.56	38.89	61.11	0.0	30.56	63.89	5.56	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
12062	180	English only	English-Language Fluency	9	61903	6005573	13	0.0	30.56	55.56	13.89	36.0	38.89	55.56	5.56	38.89	61.11	0.0	30.56	63.89	5.56	El Dorado	Lake Tahoe Unified	Tahoe Valley Elementary	96150	1373866.5
12063	180	English only	English-Language Fluency	9	61903	6095301	5	9.09	27.27	54.55	9.09	55.0	40.0	52.73	7.27	29.09	56.36	14.55	41.82	45.45	12.73	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
12064	180	English only	English-Language Fluency	9	61903	6095301	13	9.09	27.27	54.55	9.09	55.0	40.0	52.73	7.27	29.09	56.36	14.55	41.82	45.45	12.73	El Dorado	Lake Tahoe Unified	Sierra House Elementary	96150	1373866.5
12065	180	English only	English-Language Fluency	11	10116	124909	5	10.53	0.0	63.16	26.32	19.0	57.89	31.58	10.53	63.16	36.84	0.0	57.89	31.58	10.53	Glenn	Walden Academy	Walden Academy	95988	708793.0
12067	180	English only	English-Language Fluency	11	10116	124909	13	8.0	0.0	72.0	20.0	25.0	60.0	32.0	8.0	60.0	40.0	0.0	48.0	44.0	8.0	Glenn	Walden Academy	Walden Academy	95988	708793.0
12068	180	English only	English-Language Fluency	11	10116	130724	12	0.0	5.56	50.0	44.44	18.0	77.78	22.22	0.0	82.35	17.65	0.0	52.94	47.06	0.0	Glenn	Glenn County Office of Education	Success One!	95988	708793.0
12069	180	English only	English-Language Fluency	11	10116	130724	13	0.0	5.56	50.0	44.44	18.0	77.78	22.22	0.0	82.35	17.65	0.0	52.94	47.06	0.0	Glenn	Glenn County Office of Education	Success One!	95988	708793.0
12075	180	English only	English-Language Fluency	11	62661	1130038	13	0.0	8.33	41.67	50.0	12.0	58.33	41.67	0.0	83.33	16.67	0.0	83.33	16.67	0.0	Glenn	Willows Unified	Willows Community High	95988	708793.0
12076	180	English only	English-Language Fluency	11	62661	1132851	11	1.52	24.24	56.06	18.18	66.0	45.45	53.03	1.52	54.55	33.33	12.12	34.85	53.03	12.12	Glenn	Willows Unified	Willows High	95988	708793.0
12077	180	English only	English-Language Fluency	11	62661	1132851	12	0.0	17.31	63.46	19.23	52.0	50.0	48.08	1.92	51.92	46.15	1.92	42.31	44.23	13.46	Glenn	Willows Unified	Willows High	95988	708793.0
12078	180	English only	English-Language Fluency	11	62661	1132851	13	0.85	21.19	59.32	18.64	118.0	47.46	50.85	1.69	53.39	38.98	7.63	38.14	49.15	12.71	Glenn	Willows Unified	Willows High	95988	708793.0
12079	180	English only	English-Language Fluency	11	62661	6007603	5	13.11	11.48	54.1	21.31	61.0	44.26	45.9	9.84	59.02	27.87	13.11	47.54	36.07	16.39	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
12080	180	English only	English-Language Fluency	11	62661	6007603	13	13.11	11.48	54.1	21.31	61.0	44.26	45.9	9.84	59.02	27.87	13.11	47.54	36.07	16.39	Glenn	Willows Unified	Murdock Elementary	95988	708793.0
12081	180	English only	English-Language Fluency	11	62661	6007611	8	1.35	13.51	59.46	25.68	74.0	58.11	37.84	4.05	63.51	35.14	1.35	59.46	33.78	6.76	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
12082	180	English only	English-Language Fluency	11	62661	6007611	13	1.35	13.51	59.46	25.68	74.0	58.11	37.84	4.05	63.51	35.14	1.35	59.46	33.78	6.76	Glenn	Willows Unified	Willows Intermediate	95988	708793.0
12084	180	English only	English-Language Fluency	18	64089	1831601	12	0.0	21.05	73.68	5.26	19.0	47.37	52.63	0.0	73.68	26.32	0.0	42.11	47.37	10.53	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	96009	863847.5
12085	180	English only	English-Language Fluency	18	64089	1831601	13	0.0	25.0	67.86	7.14	28.0	42.86	53.57	3.57	60.71	39.29	0.0	35.71	53.57	10.71	Lassen	Big Valley Joint Unified	Big Valley Jr. Sr. High	96009	863847.5
12088	180	English only	English-Language Fluency	18	64162	6010763	5	17.39	26.09	43.48	13.04	23.0	34.78	47.83	17.39	30.43	47.83	21.74	26.09	65.22	8.7	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
12089	180	English only	English-Language Fluency	18	64162	6010763	8	0.0	20.0	73.33	6.67	15.0	20.0	80.0	0.0	26.67	73.33	0.0	26.67	66.67	6.67	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
12090	180	English only	English-Language Fluency	18	64162	6010763	11	0.0	35.71	57.14	7.14	14.0	28.57	71.43	0.0	42.86	57.14	0.0	28.57	64.29	7.14	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
12092	180	English only	English-Language Fluency	18	64162	6010763	13	7.55	28.3	54.72	9.43	53.0	28.3	64.15	7.55	32.08	58.49	9.43	26.42	66.04	7.55	Lassen	Long Valley Charter	Long Valley Charter	96109	1745121.5
12093	180	English only	English-Language Fluency	18	64188	6010805	5	0.0	22.22	61.11	16.67	18.0	50.0	50.0	0.0	50.0	44.44	5.56	44.44	50.0	5.56	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
12094	180	English only	English-Language Fluency	18	64188	6010805	8	10.0	30.0	55.0	5.0	20.0	25.0	65.0	10.0	25.0	55.0	20.0	40.0	45.0	15.0	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
12095	180	English only	English-Language Fluency	18	64188	6010805	13	5.26	26.32	57.89	10.53	38.0	36.84	57.89	5.26	36.84	50.0	13.16	42.11	47.37	10.53	Lassen	Shaffer Union Elementary	Shaffer Elementary	96117	2420216.0
12096	180	English only	English-Language Fluency	18	64204	1838507	8	0.0	18.18	63.64	18.18	11.0	45.45	54.55	0.0	45.45	45.45	9.09	45.45	45.45	9.09	Lassen	Westwood Unified	Westwood High	96137	610199.5
12099	180	English only	English-Language Fluency	18	64204	1838507	13	5.0	15.0	60.0	20.0	20.0	45.0	50.0	5.0	55.0	35.0	10.0	45.0	40.0	15.0	Lassen	Westwood Unified	Westwood High	96137	610199.5
12100	180	English only	English-Language Fluency	18	64204	6010847	5	0.0	33.33	58.33	8.33	12.0	33.33	58.33	8.33	16.67	75.0	8.33	41.67	58.33	0.0	Lassen	Westwood Unified	Fletcher Walker Elementary	96137	610199.5
12101	180	English only	English-Language Fluency	18	64204	6010847	13	0.0	33.33	58.33	8.33	12.0	33.33	58.33	8.33	16.67	75.0	8.33	41.67	58.33	0.0	Lassen	Westwood Unified	Fletcher Walker Elementary	96137	610199.5
12103	180	English only	English-Language Fluency	18	75036	121657	8	7.14	0.0	71.43	21.43	14.0	57.14	35.71	7.14	57.14	35.71	7.14	64.29	28.57	7.14	Lassen	Fort Sage Unified	Mt. Lassen Charter	96113	442908.5
12105	180	English only	English-Language Fluency	18	75036	121657	13	5.88	23.53	61.76	8.82	34.0	41.18	55.88	2.94	32.35	55.88	11.76	38.24	47.06	14.71	Lassen	Fort Sage Unified	Mt. Lassen Charter	96113	442908.5
12116	180	English only	English-Language Fluency	25	65896	6025902	5	18.18	27.27	54.55	0.0	11.0	36.36	54.55	9.09	36.36	36.36	27.27	27.27	54.55	18.18	Modoc	Surprise Valley Joint Unified	Surprise Valley Elementary	96104	523407.5
12117	180	English only	English-Language Fluency	25	65896	6025902	13	18.18	27.27	54.55	0.0	11.0	36.36	54.55	9.09	36.36	36.36	27.27	27.27	54.55	18.18	Modoc	Surprise Valley Joint Unified	Surprise Valley Elementary	96104	523407.5
12122	180	English only	English-Language Fluency	25	73585	2535409	12	2.27	13.64	50.0	34.09	44.0	61.36	31.82	6.82	72.73	22.73	4.55	43.18	52.27	4.55	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
12123	180	English only	English-Language Fluency	25	73585	2535409	13	2.27	13.64	50.0	34.09	44.0	61.36	31.82	6.82	72.73	22.73	4.55	43.18	52.27	4.55	Modoc	Modoc Joint Unified	Modoc High	96101	596293.5
12124	180	English only	English-Language Fluency	25	73585	6025845	5	3.23	14.52	69.35	12.9	62.0	50.0	43.55	6.45	46.77	45.16	8.06	46.77	50.0	3.23	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
12125	180	English only	English-Language Fluency	25	73585	6025845	13	3.23	14.52	69.35	12.9	62.0	50.0	43.55	6.45	46.77	45.16	8.06	46.77	50.0	3.23	Modoc	Modoc Joint Unified	Alturas Elementary	96101	596293.5
12126	180	English only	English-Language Fluency	25	73585	6058697	8	7.32	19.51	68.29	4.88	41.0	26.83	58.54	14.63	48.78	39.02	12.2	34.15	53.66	12.2	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
12127	180	English only	English-Language Fluency	25	73585	6058697	13	7.32	19.51	68.29	4.88	41.0	26.83	58.54	14.63	48.78	39.02	12.2	34.15	53.66	12.2	Modoc	Modoc Joint Unified	Modoc Middle	96101	596293.5
12128	180	English only	English-Language Fluency	45	70169	137117	5	11.11	44.44	44.44	0.0	27.0	7.41	62.96	29.63	22.22	59.26	18.52	14.81	81.48	3.7	Shasta	New Day Academy	New Day Academy	96101	596293.5
12129	180	English only	English-Language Fluency	45	70169	137117	8	3.23	35.48	58.06	3.23	31.0	9.68	80.65	9.68	25.81	70.97	3.23	29.03	64.52	6.45	Shasta	New Day Academy	New Day Academy	96101	596293.5
12130	180	English only	English-Language Fluency	45	70169	137117	10	0.0	40.0	60.0	0.0	15.0	13.33	80.0	6.67	20.0	80.0	0.0	13.33	80.0	6.67	Shasta	New Day Academy	New Day Academy	96101	596293.5
12131	180	English only	English-Language Fluency	45	70169	137117	11	5.26	26.32	63.16	5.26	19.0	15.79	73.68	10.53	31.58	63.16	5.26	15.79	68.42	15.79	Shasta	New Day Academy	New Day Academy	96101	596293.5
12133	180	English only	English-Language Fluency	45	70169	137117	13	6.12	35.71	56.12	2.04	98.0	11.22	73.47	15.31	25.51	67.35	7.14	19.39	72.45	8.16	Shasta	New Day Academy	New Day Academy	96101	596293.5
12136	180	English only	English-Language Fluency	25	73593	4737250	13	0.0	33.33	60.0	6.67	15.0	20.0	66.67	13.33	33.33	60.0	6.67	26.67	66.67	6.67	Modoc	Tulelake Basin Joint Unified	Tulelake High	96134	568034.0
12137	180	English only	English-Language Fluency	25	73593	6025894	5	11.76	5.88	58.82	23.53	17.0	52.94	35.29	11.76	76.47	11.76	11.76	52.94	47.06	0.0	Modoc	Tulelake Basin Joint Unified	Tulelake Basin Elementary	96134	568034.0
12138	180	English only	English-Language Fluency	25	73593	6025894	13	11.76	5.88	58.82	23.53	17.0	52.94	35.29	11.76	76.47	11.76	11.76	52.94	47.06	0.0	Modoc	Tulelake Basin Joint Unified	Tulelake Basin Elementary	96134	568034.0
12141	180	English only	English-Language Fluency	26	73668	2633006	11	15.38	53.85	23.08	7.69	13.0	15.38	61.54	23.08	7.69	53.85	38.46	23.08	53.85	23.08	Mono	Eastern Sierra Unified	Coleville High	96107	654427.5
12143	180	English only	English-Language Fluency	26	73668	2633006	13	15.38	53.85	23.08	7.69	13.0	15.38	61.54	23.08	7.69	53.85	38.46	23.08	53.85	23.08	Mono	Eastern Sierra Unified	Coleville High	96107	654427.5
12144	180	English only	English-Language Fluency	26	73668	6025910	5	16.67	25.0	50.0	8.33	12.0	33.33	50.0	16.67	33.33	50.0	16.67	33.33	66.67	0.0	Mono	Eastern Sierra Unified	Antelope Elementary	96107	654427.5
12146	180	English only	English-Language Fluency	26	73668	6025910	13	13.64	27.27	54.55	4.55	22.0	31.82	54.55	13.64	27.27	54.55	18.18	31.82	63.64	4.55	Mono	Eastern Sierra Unified	Antelope Elementary	96107	654427.5
12150	180	English only	English-Language Fluency	31	66944	106807	8	25.2	39.02	32.52	3.25	123.0	13.82	60.98	25.2	13.01	57.72	29.27	14.63	59.35	26.02	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
12151	180	English only	English-Language Fluency	31	66944	106807	13	25.2	39.02	32.52	3.25	123.0	13.82	60.98	25.2	13.01	57.72	29.27	14.63	59.35	26.02	Placer	Tahoe-Truckee Unified	Alder Creek Middle	96161	875819.0
12152	180	English only	English-Language Fluency	31	66944	121624	5	22.73	45.45	31.82	0.0	22.0	4.55	59.09	36.36	4.55	72.73	22.73	4.55	68.18	27.27	Placer	Sierra Expeditionary Learning	Sierra Expeditionary Learning	96161	875819.0
12153	180	English only	English-Language Fluency	31	66944	121624	8	31.25	31.25	37.5	0.0	16.0	0.0	62.5	37.5	25.0	37.5	37.5	18.75	50.0	31.25	Placer	Sierra Expeditionary Learning	Sierra Expeditionary Learning	96161	875819.0
12154	180	English only	English-Language Fluency	31	66944	121624	13	26.32	39.47	34.21	0.0	38.0	2.63	60.53	36.84	13.16	57.89	28.95	10.53	60.53	28.95	Placer	Sierra Expeditionary Learning	Sierra Expeditionary Learning	96161	875819.0
12161	180	English only	English-Language Fluency	31	66944	3138500	10	11.76	32.77	43.7	11.76	119.0	21.85	59.66	18.49	36.97	49.58	13.45	31.09	53.78	15.13	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
12162	180	English only	English-Language Fluency	31	66944	3138500	11	16.22	34.23	45.95	3.6	111.0	16.51	63.3	20.18	24.77	55.96	19.27	22.02	60.55	17.43	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
12163	180	English only	English-Language Fluency	31	66944	3138500	12	10.91	25.45	46.36	17.27	110.0	27.27	57.27	15.45	40.91	47.27	11.82	36.36	49.09	14.55	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
12164	180	English only	English-Language Fluency	31	66944	3138500	13	12.94	30.88	45.29	10.88	340.0	21.89	60.06	18.05	34.32	50.89	14.79	29.88	54.44	15.68	Placer	Tahoe-Truckee Unified	Tahoe Truckee High	96161	875819.0
12165	180	English only	English-Language Fluency	31	66944	6031298	5	36.36	36.36	27.27	0.0	11.0	9.09	54.55	36.36	18.18	72.73	9.09	18.18	27.27	54.55	Placer	Tahoe-Truckee Unified	Donner Trail Elementary	96161	875819.0
12166	180	English only	English-Language Fluency	31	66944	6031298	13	36.36	36.36	27.27	0.0	11.0	9.09	54.55	36.36	18.18	72.73	9.09	18.18	27.27	54.55	Placer	Tahoe-Truckee Unified	Donner Trail Elementary	96161	875819.0
12167	180	English only	English-Language Fluency	31	66944	6031322	5	26.53	24.49	44.9	4.08	49.0	26.53	44.9	28.57	24.49	57.14	18.37	24.49	53.06	22.45	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
12168	180	English only	English-Language Fluency	31	66944	6031322	13	26.53	24.49	44.9	4.08	49.0	26.53	44.9	28.57	24.49	57.14	18.37	24.49	53.06	22.45	Placer	Tahoe-Truckee Unified	Truckee Elementary	96161	875819.0
12169	180	English only	English-Language Fluency	31	66944	6113062	5	30.23	31.4	33.72	4.65	86.0	19.77	53.49	26.74	16.28	55.81	27.91	18.6	56.98	24.42	Placer	Tahoe-Truckee Unified	Glenshire Elementary	96161	875819.0
12170	180	English only	English-Language Fluency	31	66944	6113062	13	30.23	31.4	33.72	4.65	86.0	19.77	53.49	26.74	16.28	55.81	27.91	18.6	56.98	24.42	Placer	Tahoe-Truckee Unified	Glenshire Elementary	96161	875819.0
12173	180	English only	English-Language Fluency	32	66969	3235603	8	5.41	18.92	64.86	10.81	37.0	27.78	66.67	5.56	38.89	50.0	11.11	44.44	44.44	11.11	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
12175	180	English only	English-Language Fluency	32	66969	3235603	13	7.89	18.42	63.16	10.53	38.0	27.03	64.86	8.11	37.84	48.65	13.51	43.24	45.95	10.81	Plumas	Plumas Unified	Portola Junior/Senior High	96122	1283357.0
12176	180	English only	English-Language Fluency	32	66969	6110308	5	4.08	18.37	57.14	20.41	49.0	48.98	40.82	10.2	51.02	46.94	2.04	53.06	36.73	10.2	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
12177	180	English only	English-Language Fluency	32	66969	6110308	13	4.08	18.37	57.14	20.41	49.0	48.98	40.82	10.2	51.02	46.94	2.04	53.06	36.73	10.2	Plumas	Plumas Unified	C. Roy Carmichael Elementary	96122	1283357.0
12178	180	English only	English-Language Fluency	32	66969	3232006	8	8.0	36.0	48.0	8.0	25.0	28.0	56.0	16.0	20.0	64.0	16.0	32.0	52.0	16.0	Plumas	Plumas Unified	Chester Junior/Senior High	96020	987618.0
12180	180	English only	English-Language Fluency	32	66969	3232006	13	8.0	36.0	48.0	8.0	25.0	28.0	56.0	16.0	20.0	64.0	16.0	32.0	52.0	16.0	Plumas	Plumas Unified	Chester Junior/Senior High	96020	987618.0
12181	180	English only	English-Language Fluency	32	66969	6031413	5	4.17	37.5	45.83	12.5	24.0	29.17	62.5	8.33	41.67	54.17	4.17	33.33	54.17	12.5	Plumas	Plumas Unified	Chester Elementary	96020	987618.0
12182	180	English only	English-Language Fluency	32	66969	6031413	13	4.17	37.5	45.83	12.5	24.0	29.17	62.5	8.33	41.67	54.17	4.17	33.33	54.17	12.5	Plumas	Plumas Unified	Chester Elementary	96020	987618.0
12185	180	English only	English-Language Fluency	45	10454	132647	12	0.0	27.27	54.55	18.18	11.0	36.36	63.64	0.0	36.36	63.64	0.0	18.18	63.64	18.18	Shasta	Shasta County Office of Education	Shasta County Independent Study Charter	96001	654232.0
12186	180	English only	English-Language Fluency	45	10454	132647	13	0.0	18.75	62.5	18.75	16.0	37.5	62.5	0.0	50.0	50.0	0.0	37.5	50.0	12.5	Shasta	Shasta County Office of Education	Shasta County Independent Study Charter	96001	654232.0
